% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.861	2	1	87	2	1	28	2196	0	0
0.871	2	1	88	2	1	28	2196	0	0
0.881	2	1	89	2	1	28	2196	0	0
0.891	2	1	90	2	1	28	2196	0	0
0.901	2	1	91	2	1	28	2196	0	0
0.911	2	1	92	2	1	28	2196	0	0
0.921	2	1	93	2	1	28	2196	0	0
0.931	2	1	94	2	1	28	2196	0	0
0.941	2	1	95	2	1	28	2196	0	0
0.951	2	1	96	2	1	28	2196	0	0
0.961	2	1	97	2	1	28	2196	0	0
0.971	2	1	98	2	1	28	2196	0	0
0.981	2	1	99	2	1	28	2196	0	0
0.991	2	1	100	2	1	28	2196	0	0
