% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.196	1	6	20	7	39	28	2196	0	0
0.197	1	4	20	8	42	28	2196	0	0
0.198	1	8	20	9	43	28	2196	0	0
0.199	1	16	20	10	44	28	2196	0	0
0.2	1	15	21	1	45	28	2196	0	0
0.201	1	5	21	2	1	28	2196	0	0
0.202	1	12	21	3	2	28	2196	0	0
0.203	1	1	21	4	3	28	2196	0	0
0.204	1	13	21	5	4	28	2196	0	0
0.205	1	20	21	6	13	28	2196	0	0
0.206	1	2	21	7	14	28	2196	0	0
0.207	1	14	21	8	15	28	2196	0	0
0.208	1	11	21	9	16	28	2196	0	0
0.209	1	17	21	10	27	28	2196	0	0
0.21	1	19	22	1	28	28	2196	0	0
0.211	1	3	22	2	29	28	2196	0	0
0.212	1	18	22	3	30	28	2196	0	0
0.213	1	9	22	4	36	28	2196	0	0
0.214	1	10	22	5	37	28	2196	0	0
0.215	1	7	22	6	38	28	2196	0	0
0.216	1	6	22	7	39	28	2196	0	0
0.217	1	4	22	8	42	28	2196	0	0
0.218	1	8	22	9	43	28	2196	0	0
0.219	1	16	22	10	44	28	2196	0	0
0.22	1	15	23	1	45	28	2196	0	0
0.221	1	5	23	2	1	28	2196	0	0
0.222	1	12	23	3	2	28	2196	0	0
0.223	1	1	23	4	3	28	2196	0	0
0.224	1	13	23	5	4	28	2196	0	0
0.225	1	20	23	6	13	28	2196	0	0
0.226	1	2	23	7	14	28	2196	0	0
0.227	1	14	23	8	15	28	2196	0	0
0.228	1	11	23	9	16	28	2196	0	0
0.229	1	17	23	10	27	28	2196	0	0
0.23	1	19	24	1	28	28	2196	0	0
0.231	1	3	24	2	29	28	2196	0	0
0.232	1	18	24	3	30	28	2196	0	0
0.233	1	9	24	4	36	28	2196	0	0
0.234	1	10	24	5	37	28	2196	0	0
0.235	1	7	24	6	38	28	2196	0	0
0.236	1	6	24	7	39	28	2196	0	0
0.237	1	4	24	8	42	28	2196	0	0
0.238	1	8	24	9	43	28	2196	0	0
0.239	1	16	24	10	44	28	2196	0	0
0.24	1	15	25	1	45	28	2196	0	0
0.241	1	5	25	2	1	28	2196	0	0
0.242	1	12	25	3	2	28	2196	0	0
0.243	1	1	25	4	3	28	2196	0	0
0.244	1	13	25	5	4	28	2196	0	0
0.245	1	20	25	6	13	28	2196	0	0
0.246	1	2	25	7	14	28	2196	0	0
0.247	1	14	25	8	15	28	2196	0	0
0.248	1	11	25	9	16	28	2196	0	0
0.249	1	17	25	10	27	28	2196	0	0
0.25	1	19	26	1	28	28	2196	0	0
0.251	1	3	26	2	29	28	2196	0	0
0.252	1	18	26	3	30	28	2196	0	0
0.253	1	9	26	4	36	28	2196	0	0
0.254	1	10	26	5	37	28	2196	0	0
0.255	1	7	26	6	38	28	2196	0	0
0.256	1	6	26	7	39	28	2196	0	0
0.257	1	4	26	8	42	28	2196	0	0
0.258	1	8	26	9	43	28	2196	0	0
0.259	1	16	26	10	44	28	2196	0	0
0.26	1	15	27	1	45	28	2196	0	0
0.261	1	5	27	2	1	28	2196	0	0
0.262	1	12	27	3	2	28	2196	0	0
0.263	1	1	27	4	3	28	2196	0	0
0.264	1	13	27	5	4	28	2196	0	0
0.265	1	20	27	6	13	28	2196	0	0
0.266	1	2	27	7	14	28	2196	0	0
0.267	1	14	27	8	15	28	2196	0	0
0.268	1	11	27	9	16	28	2196	0	0
0.269	1	17	27	10	27	28	2196	0	0
0.27	1	19	28	1	28	28	2196	0	0
0.271	1	3	28	2	29	28	2196	0	0
0.272	1	18	28	3	30	28	2196	0	0
0.273	1	9	28	4	36	28	2196	0	0
0.274	1	10	28	5	37	28	2196	0	0
0.275	1	7	28	6	38	28	2196	0	0
0.276	1	6	28	7	39	28	2196	0	0
0.277	1	4	28	8	42	28	2196	0	0
0.278	1	8	28	9	43	28	2196	0	0
0.279	1	16	28	10	44	28	2196	0	0
0.28	1	15	29	1	45	28	2196	0	0
0.281	1	5	29	2	1	28	2196	0	0
0.282	1	12	29	3	2	28	2196	0	0
0.283	1	1	29	4	3	28	2196	0	0
0.284	1	13	29	5	4	28	2196	0	0
0.285	1	20	29	6	13	28	2196	0	0
0.286	1	2	29	7	14	28	2196	0	0
0.287	1	14	29	8	15	28	2196	0	0
0.288	1	11	29	9	16	28	2196	0	0
0.289	1	17	29	10	27	28	2196	0	0
0.29	1	19	30	1	28	28	2196	0	0
0.291	1	3	30	2	29	28	2196	0	0
0.292	1	18	30	3	30	28	2196	0	0
0.293	1	9	30	4	36	28	2196	0	0
0.294	1	10	30	5	37	28	2196	0	0
0.295	1	7	30	6	38	28	2196	0	0
0.296	1	6	30	7	39	28	2196	0	0
0.297	1	4	30	8	42	28	2196	0	0
0.298	1	8	30	9	43	28	2196	0	0
0.299	1	16	30	10	44	28	2196	0	0
0.3	1	15	31	1	45	28	2196	0	0
0.301	1	5	31	2	1	28	2196	0	0
0.302	1	12	31	3	2	28	2196	0	0
0.303	1	1	31	4	3	28	2196	0	0
0.304	1	13	31	5	4	28	2196	0	0
0.305	1	20	31	6	13	28	2196	0	0
0.306	1	2	31	7	14	28	2196	0	0
0.307	1	14	31	8	15	28	2196	0	0
0.308	1	11	31	9	16	28	2196	0	0
0.309	1	17	31	10	27	28	2196	0	0
0.31	1	19	32	1	28	28	2196	0	0
0.311	1	3	32	2	29	28	2196	0	0
0.312	1	18	32	3	30	28	2196	0	0
0.313	1	9	32	4	36	28	2196	0	0
0.314	1	10	32	5	37	28	2196	0	0
0.315	1	7	32	6	38	28	2196	0	0
0.316	1	6	32	7	39	28	2196	0	0
0.317	1	4	32	8	42	28	2196	0	0
0.318	1	8	32	9	43	28	2196	0	0
0.319	1	16	32	10	44	28	2196	0	0
0.32	1	15	33	1	45	28	2196	0	0
0.321	1	5	33	2	1	28	2196	0	0
0.322	1	12	33	3	2	28	2196	0	0
0.323	1	1	33	4	3	28	2196	0	0
0.324	1	13	33	5	4	28	2196	0	0
0.325	1	20	33	6	13	28	2196	0	0
0.326	1	2	33	7	14	28	2196	0	0
0.327	1	14	33	8	15	28	2196	0	0
0.328	1	11	33	9	16	28	2196	0	0
0.329	1	17	33	10	27	28	2196	0	0
0.33	1	19	34	1	28	28	2196	0	0
0.331	1	3	34	2	29	28	2196	0	0
0.332	1	18	34	3	30	28	2196	0	0
0.333	1	9	34	4	36	28	2196	0	0
0.334	1	10	34	5	37	28	2196	0	0
0.335	1	7	34	6	38	28	2196	0	0
0.336	1	6	34	7	39	28	2196	0	0
0.337	1	4	34	8	42	28	2196	0	0
0.338	1	8	34	9	43	28	2196	0	0
0.339	1	16	34	10	44	28	2196	0	0
0.34	1	15	35	1	45	28	2196	0	0
0.341	1	5	35	2	1	28	2196	0	0
0.342	1	12	35	3	2	28	2196	0	0
0.343	1	1	35	4	3	28	2196	0	0
0.344	1	13	35	5	4	28	2196	0	0
0.345	1	20	35	6	13	28	2196	0	0
0.346	1	2	35	7	14	28	2196	0	0
0.347	1	14	35	8	15	28	2196	0	0
0.348	1	11	35	9	16	28	2196	0	0
0.349	1	17	35	10	27	28	2196	0	0
0.35	1	19	36	1	28	28	2196	0	0
0.351	1	3	36	2	29	28	2196	0	0
0.352	1	18	36	3	30	28	2196	0	0
0.353	1	9	36	4	36	28	2196	0	0
0.354	1	10	36	5	37	28	2196	0	0
0.355	1	7	36	6	38	28	2196	0	0
0.356	1	6	36	7	39	28	2196	0	0
0.357	1	4	36	8	42	28	2196	0	0
0.358	1	8	36	9	43	28	2196	0	0
0.359	1	16	36	10	44	28	2196	0	0
0.36	1	15	37	1	45	28	2196	0	0
0.361	1	5	37	2	1	28	2196	0	0
0.362	1	12	37	3	2	28	2196	0	0
0.363	1	1	37	4	3	28	2196	0	0
0.364	1	13	37	5	4	28	2196	0	0
0.365	1	20	37	6	13	28	2196	0	0
0.366	1	2	37	7	14	28	2196	0	0
0.367	1	14	37	8	15	28	2196	0	0
0.368	1	11	37	9	16	28	2196	0	0
0.369	1	17	37	10	27	28	2196	0	0
0.37	1	19	38	1	28	28	2196	0	0
0.371	1	3	38	2	29	28	2196	0	0
0.372	1	18	38	3	30	28	2196	0	0
0.373	1	9	38	4	36	28	2196	0	0
0.374	1	10	38	5	37	28	2196	0	0
0.375	1	7	38	6	38	28	2196	0	0
0.376	1	6	38	7	39	28	2196	0	0
0.377	1	4	38	8	42	28	2196	0	0
0.378	1	8	38	9	43	28	2196	0	0
0.379	1	16	38	10	44	28	2196	0	0
0.38	1	15	39	1	45	28	2196	0	0
0.381	1	5	39	2	1	28	2196	0	0
0.382	1	12	39	3	2	28	2196	0	0
0.383	1	1	39	4	3	28	2196	0	0
0.384	1	13	39	5	4	28	2196	0	0
0.385	1	20	39	6	13	28	2196	0	0
0.386	1	2	39	7	14	28	2196	0	0
0.387	1	14	39	8	15	28	2196	0	0
0.388	1	11	39	9	16	28	2196	0	0
0.389	1	17	39	10	27	28	2196	0	0
0.39	1	19	40	1	28	28	2196	0	0
0.391	1	3	40	2	29	28	2196	0	0
0.392	1	18	40	3	30	28	2196	0	0
0.393	1	9	40	4	36	28	2196	0	0
0.394	1	10	40	5	37	28	2196	0	0
0.395	1	7	40	6	38	28	2196	0	0
0.396	1	6	40	7	39	28	2196	0	0
0.397	1	4	40	8	42	28	2196	0	0
0.398	1	8	40	9	43	28	2196	0	0
0.399	1	16	40	10	44	28	2196	0	0
0.4	1	15	41	1	45	28	2196	0	0
0.401	1	5	41	2	1	28	2196	0	0
0.402	1	12	41	3	2	28	2196	0	0
0.403	1	1	41	4	3	28	2196	0	0
0.404	1	13	41	5	4	28	2196	0	0
0.405	1	20	41	6	13	28	2196	0	0
0.406	1	2	41	7	14	28	2196	0	0
0.407	1	14	41	8	15	28	2196	0	0
0.408	1	11	41	9	16	28	2196	0	0
0.409	1	17	41	10	27	28	2196	0	0
0.41	1	19	42	1	28	28	2196	0	0
0.411	1	3	42	2	29	28	2196	0	0
0.412	1	18	42	3	30	28	2196	0	0
0.413	1	9	42	4	36	28	2196	0	0
0.414	1	10	42	5	37	28	2196	0	0
0.415	1	7	42	6	38	28	2196	0	0
0.416	1	6	42	7	39	28	2196	0	0
0.417	1	4	42	8	42	28	2196	0	0
0.418	1	8	42	9	43	28	2196	0	0
0.419	1	16	42	10	44	28	2196	0	0
0.42	1	15	43	1	45	28	2196	0	0
0.421	1	5	43	2	1	28	2196	0	0
0.422	1	12	43	3	2	28	2196	0	0
0.423	1	1	43	4	3	28	2196	0	0
0.424	1	13	43	5	4	28	2196	0	0
0.425	1	20	43	6	13	28	2196	0	0
0.426	1	2	43	7	14	28	2196	0	0
0.427	1	14	43	8	15	28	2196	0	0
0.428	1	11	43	9	16	28	2196	0	0
0.429	1	17	43	10	27	28	2196	0	0
0.43	1	19	44	1	28	28	2196	0	0
0.431	1	3	44	2	29	28	2196	0	0
0.432	1	18	44	3	30	28	2196	0	0
0.433	1	9	44	4	36	28	2196	0	0
0.434	1	10	44	5	37	28	2196	0	0
0.435	1	7	44	6	38	28	2196	0	0
0.436	1	6	44	7	39	28	2196	0	0
0.437	1	4	44	8	42	28	2196	0	0
0.438	1	8	44	9	43	28	2196	0	0
0.439	1	16	44	10	44	28	2196	0	0
0.44	1	15	45	1	45	28	2196	0	0
0.441	1	5	45	2	1	28	2196	0	0
0.442	1	12	45	3	2	28	2196	0	0
0.443	1	1	45	4	3	28	2196	0	0
0.444	1	13	45	5	4	28	2196	0	0
0.445	1	20	45	6	13	28	2196	0	0
0.446	1	2	45	7	14	28	2196	0	0
0.447	1	14	45	8	15	28	2196	0	0
0.448	1	11	45	9	16	28	2196	0	0
0.449	1	17	45	10	27	28	2196	0	0
0.45	1	19	46	1	28	28	2196	0	0
0.451	1	3	46	2	29	28	2196	0	0
0.452	1	18	46	3	30	28	2196	0	0
0.453	1	9	46	4	36	28	2196	0	0
0.454	1	10	46	5	37	28	2196	0	0
0.455	1	7	46	6	38	28	2196	0	0
0.456	1	6	46	7	39	28	2196	0	0
0.457	1	4	46	8	42	28	2196	0	0
0.458	1	8	46	9	43	28	2196	0	0
0.459	1	16	46	10	44	28	2196	0	0
0.46	1	15	47	1	45	28	2196	0	0
0.461	1	5	47	2	1	28	2196	0	0
0.462	1	12	47	3	2	28	2196	0	0
0.463	1	1	47	4	3	28	2196	0	0
0.464	1	13	47	5	4	28	2196	0	0
0.465	1	20	47	6	13	28	2196	0	0
0.466	1	2	47	7	14	28	2196	0	0
0.467	1	14	47	8	15	28	2196	0	0
0.468	1	11	47	9	16	28	2196	0	0
0.469	1	17	47	10	27	28	2196	0	0
0.47	1	19	48	1	28	28	2196	0	0
0.471	1	3	48	2	29	28	2196	0	0
0.472	1	18	48	3	30	28	2196	0	0
0.473	1	9	48	4	36	28	2196	0	0
0.474	1	10	48	5	37	28	2196	0	0
0.475	1	7	48	6	38	28	2196	0	0
0.476	1	6	48	7	39	28	2196	0	0
0.477	1	4	48	8	42	28	2196	0	0
0.478	1	8	48	9	43	28	2196	0	0
0.479	1	16	48	10	44	28	2196	0	0
0.48	1	15	49	1	45	28	2196	0	0
0.481	1	5	49	2	1	28	2196	0	0
0.482	1	12	49	3	2	28	2196	0	0
0.483	1	1	49	4	3	28	2196	0	0
0.484	1	13	49	5	4	28	2196	0	0
0.485	1	20	49	6	13	28	2196	0	0
0.486	1	2	49	7	14	28	2196	0	0
0.487	1	14	49	8	15	28	2196	0	0
0.488	1	11	49	9	16	28	2196	0	0
0.489	1	17	49	10	27	28	2196	0	0
0.49	1	19	50	1	28	28	2196	0	0
0.491	1	3	50	2	29	28	2196	0	0
0.492	1	18	50	3	30	28	2196	0	0
0.493	1	9	50	4	36	28	2196	0	0
0.494	1	10	50	5	37	28	2196	0	0
0.495	1	7	50	6	38	28	2196	0	0
0.496	1	6	50	7	39	28	2196	0	0
0.497	1	4	50	8	42	28	2196	0	0
0.498	1	8	50	9	43	28	2196	0	0
0.499	1	16	50	10	44	28	2196	0	0
0.5	1	15	51	1	45	28	2196	0	0
0.501	1	5	51	2	1	28	2196	0	0
0.502	1	12	51	3	2	28	2196	0	0
0.503	1	1	51	4	3	28	2196	0	0
0.504	1	13	51	5	4	28	2196	0	0
0.505	1	20	51	6	13	28	2196	0	0
0.506	1	2	51	7	14	28	2196	0	0
0.507	1	14	51	8	15	28	2196	0	0
0.508	1	11	51	9	16	28	2196	0	0
0.509	1	17	51	10	27	28	2196	0	0
0.51	1	19	52	1	28	28	2196	0	0
0.511	1	3	52	2	29	28	2196	0	0
0.512	1	18	52	3	30	28	2196	0	0
0.513	1	9	52	4	36	28	2196	0	0
0.514	1	10	52	5	37	28	2196	0	0
0.515	1	7	52	6	38	28	2196	0	0
0.516	1	6	52	7	39	28	2196	0	0
0.517	1	4	52	8	42	28	2196	0	0
0.518	1	8	52	9	43	28	2196	0	0
0.519	1	16	52	10	44	28	2196	0	0
0.52	1	15	53	1	45	28	2196	0	0
0.521	1	5	53	2	1	28	2196	0	0
0.522	1	12	53	3	2	28	2196	0	0
0.523	1	1	53	4	3	28	2196	0	0
0.524	1	13	53	5	4	28	2196	0	0
0.525	1	20	53	6	13	28	2196	0	0
0.526	1	2	53	7	14	28	2196	0	0
0.527	1	14	53	8	15	28	2196	0	0
0.528	1	11	53	9	16	28	2196	0	0
0.529	1	17	53	10	27	28	2196	0	0
0.53	1	19	54	1	28	28	2196	0	0
0.531	1	3	54	2	29	28	2196	0	0
0.532	1	18	54	3	30	28	2196	0	0
0.533	1	9	54	4	36	28	2196	0	0
0.534	1	10	54	5	37	28	2196	0	0
0.535	1	7	54	6	38	28	2196	0	0
0.536	1	6	54	7	39	28	2196	0	0
0.537	1	4	54	8	42	28	2196	0	0
0.538	1	8	54	9	43	28	2196	0	0
0.539	1	16	54	10	44	28	2196	0	0
0.54	1	15	55	1	45	28	2196	0	0
0.541	1	5	55	2	1	28	2196	0	0
0.542	1	12	55	3	2	28	2196	0	0
0.543	1	1	55	4	3	28	2196	0	0
0.544	1	13	55	5	4	28	2196	0	0
0.545	1	20	55	6	13	28	2196	0	0
0.546	1	2	55	7	14	28	2196	0	0
0.547	1	14	55	8	15	28	2196	0	0
0.548	1	11	55	9	16	28	2196	0	0
0.549	1	17	55	10	27	28	2196	0	0
0.55	1	19	56	1	28	28	2196	0	0
0.551	1	3	56	2	29	28	2196	0	0
0.552	1	18	56	3	30	28	2196	0	0
0.553	1	9	56	4	36	28	2196	0	0
0.554	1	10	56	5	37	28	2196	0	0
0.555	1	7	56	6	38	28	2196	0	0
0.556	1	6	56	7	39	28	2196	0	0
0.557	1	4	56	8	42	28	2196	0	0
0.558	1	8	56	9	43	28	2196	0	0
0.559	1	16	56	10	44	28	2196	0	0
0.56	1	15	57	1	45	28	2196	0	0
0.561	1	5	57	2	1	28	2196	0	0
0.562	1	12	57	3	2	28	2196	0	0
0.563	1	1	57	4	3	28	2196	0	0
0.564	1	13	57	5	4	28	2196	0	0
0.565	1	20	57	6	13	28	2196	0	0
0.566	1	2	57	7	14	28	2196	0	0
0.567	1	14	57	8	15	28	2196	0	0
0.568	1	11	57	9	16	28	2196	0	0
0.569	1	17	57	10	27	28	2196	0	0
0.57	1	19	58	1	28	28	2196	0	0
0.571	1	3	58	2	29	28	2196	0	0
0.572	1	18	58	3	30	28	2196	0	0
0.573	1	9	58	4	36	28	2196	0	0
0.574	1	10	58	5	37	28	2196	0	0
0.575	1	7	58	6	38	28	2196	0	0
0.576	1	6	58	7	39	28	2196	0	0
0.577	1	4	58	8	42	28	2196	0	0
0.578	1	8	58	9	43	28	2196	0	0
0.579	1	16	58	10	44	28	2196	0	0
0.58	1	15	59	1	45	28	2196	0	0
0.581	1	5	59	2	1	28	2196	0	0
0.582	1	12	59	3	2	28	2196	0	0
0.583	1	1	59	4	3	28	2196	0	0
0.584	1	13	59	5	4	28	2196	0	0
0.585	1	20	59	6	13	28	2196	0	0
0.586	1	2	59	7	14	28	2196	0	0
0.587	1	14	59	8	15	28	2196	0	0
0.588	1	11	59	9	16	28	2196	0	0
0.589	1	17	59	10	27	28	2196	0	0
0.59	1	19	60	1	28	28	2196	0	0
0.591	1	3	60	2	29	28	2196	0	0
0.592	1	18	60	3	30	28	2196	0	0
0.593	1	9	60	4	36	28	2196	0	0
0.594	1	10	60	5	37	28	2196	0	0
0.595	1	7	60	6	38	28	2196	0	0
0.596	1	6	60	7	39	28	2196	0	0
0.597	1	4	60	8	42	28	2196	0	0
0.598	1	8	60	9	43	28	2196	0	0
0.599	1	16	60	10	44	28	2196	0	0
0.6	1	15	61	1	45	28	2196	0	0
0.601	1	5	61	2	1	28	2196	0	0
0.602	1	12	61	3	2	28	2196	0	0
0.603	1	1	61	4	3	28	2196	0	0
0.604	1	13	61	5	4	28	2196	0	0
0.605	1	20	61	6	13	28	2196	0	0
0.606	1	2	61	7	14	28	2196	0	0
0.607	1	14	61	8	15	28	2196	0	0
0.608	1	11	61	9	16	28	2196	0	0
0.609	1	17	61	10	27	28	2196	0	0
0.61	1	19	62	1	28	28	2196	0	0
0.611	1	3	62	2	29	28	2196	0	0
0.612	1	18	62	3	30	28	2196	0	0
0.613	1	9	62	4	36	28	2196	0	0
0.614	1	10	62	5	37	28	2196	0	0
0.615	1	7	62	6	38	28	2196	0	0
0.616	1	6	62	7	39	28	2196	0	0
0.617	1	4	62	8	42	28	2196	0	0
0.618	1	8	62	9	43	28	2196	0	0
0.619	1	16	62	10	44	28	2196	0	0
0.62	1	15	63	1	45	28	2196	0	0
0.621	1	5	63	2	1	28	2196	0	0
0.622	1	12	63	3	2	28	2196	0	0
0.623	1	1	63	4	3	28	2196	0	0
0.624	1	13	63	5	4	28	2196	0	0
0.625	1	20	63	6	13	28	2196	0	0
