% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.268	1	3	27	9	2	28	2196	0	0
0.269	1	1	27	10	3	28	2196	0	0
0.27	1	4	28	1	4	28	2196	0	0
0.271	1	2	28	2	7	28	2196	0	0
0.272	1	6	28	3	8	28	2196	0	0
0.273	1	5	28	4	1	28	2196	0	0
0.274	1	3	28	5	2	28	2196	0	0
0.275	1	1	28	6	3	28	2196	0	0
0.276	1	4	28	7	4	28	2196	0	0
0.277	1	2	28	8	7	28	2196	0	0
0.278	1	6	28	9	8	28	2196	0	0
0.279	1	5	28	10	1	28	2196	0	0
0.28	1	3	29	1	2	28	2196	0	0
0.281	1	1	29	2	3	28	2196	0	0
0.282	1	4	29	3	4	28	2196	0	0
0.283	1	2	29	4	7	28	2196	0	0
0.284	1	6	29	5	8	28	2196	0	0
0.285	1	5	29	6	1	28	2196	0	0
0.286	1	3	29	7	2	28	2196	0	0
0.287	1	1	29	8	3	28	2196	0	0
0.288	1	4	29	9	4	28	2196	0	0
0.289	1	2	29	10	7	28	2196	0	0
0.29	1	6	30	1	8	28	2196	0	0
0.291	1	5	30	2	1	28	2196	0	0
0.292	1	3	30	3	2	28	2196	0	0
0.293	1	1	30	4	3	28	2196	0	0
0.294	1	4	30	5	4	28	2196	0	0
0.295	1	2	30	6	7	28	2196	0	0
0.296	1	6	30	7	8	28	2196	0	0
0.297	1	5	30	8	1	28	2196	0	0
0.298	1	3	30	9	2	28	2196	0	0
0.299	1	1	30	10	3	28	2196	0	0
0.3	1	4	31	1	4	28	2196	0	0
0.301	1	2	31	2	7	28	2196	0	0
0.302	1	6	31	3	8	28	2196	0	0
0.303	1	5	31	4	1	28	2196	0	0
0.304	1	3	31	5	2	28	2196	0	0
0.305	1	1	31	6	3	28	2196	0	0
0.306	1	4	31	7	4	28	2196	0	0
0.307	1	2	31	8	7	28	2196	0	0
0.308	1	6	31	9	8	28	2196	0	0
0.309	1	5	31	10	1	28	2196	0	0
0.31	1	3	32	1	2	28	2196	0	0
0.311	1	1	32	2	3	28	2196	0	0
0.312	1	4	32	3	4	28	2196	0	0
0.313	1	2	32	4	7	28	2196	0	0
0.314	1	6	32	5	8	28	2196	0	0
0.315	1	5	32	6	1	28	2196	0	0
0.316	1	3	32	7	2	28	2196	0	0
0.317	1	1	32	8	3	28	2196	0	0
0.318	1	4	32	9	4	28	2196	0	0
0.319	1	2	32	10	7	28	2196	0	0
0.32	1	6	33	1	8	28	2196	0	0
0.321	1	5	33	2	1	28	2196	0	0
0.322	1	3	33	3	2	28	2196	0	0
0.323	1	1	33	4	3	28	2196	0	0
0.324	1	4	33	5	4	28	2196	0	0
0.325	1	2	33	6	7	28	2196	0	0
0.326	1	6	33	7	8	28	2196	0	0
0.327	1	5	33	8	1	28	2196	0	0
0.328	1	3	33	9	2	28	2196	0	0
0.329	1	1	33	10	3	28	2196	0	0
0.33	1	4	34	1	4	28	2196	0	0
0.331	1	2	34	2	7	28	2196	0	0
0.332	1	6	34	3	8	28	2196	0	0
0.333	1	5	34	4	1	28	2196	0	0
0.334	1	3	34	5	2	28	2196	0	0
0.335	1	1	34	6	3	28	2196	0	0
0.336	1	4	34	7	4	28	2196	0	0
0.337	1	2	34	8	7	28	2196	0	0
0.338	1	6	34	9	8	28	2196	0	0
0.339	1	5	34	10	1	28	2196	0	0
0.34	1	3	35	1	2	28	2196	0	0
0.341	1	1	35	2	3	28	2196	0	0
0.342	1	4	35	3	4	28	2196	0	0
0.343	1	2	35	4	7	28	2196	0	0
0.344	1	6	35	5	8	28	2196	0	0
0.345	1	5	35	6	1	28	2196	0	0
0.346	1	3	35	7	2	28	2196	0	0
0.347	1	1	35	8	3	28	2196	0	0
0.348	1	4	35	9	4	28	2196	0	0
0.349	1	2	35	10	7	28	2196	0	0
0.35	1	6	36	1	8	28	2196	0	0
0.351	1	5	36	2	1	28	2196	0	0
0.352	1	3	36	3	2	28	2196	0	0
0.353	1	1	36	4	3	28	2196	0	0
0.354	1	4	36	5	4	28	2196	0	0
0.355	1	2	36	6	7	28	2196	0	0
0.356	1	6	36	7	8	28	2196	0	0
0.357	1	5	36	8	1	28	2196	0	0
0.358	1	3	36	9	2	28	2196	0	0
0.359	1	1	36	10	3	28	2196	0	0
0.36	1	4	37	1	4	28	2196	0	0
0.361	1	2	37	2	7	28	2196	0	0
0.362	1	6	37	3	8	28	2196	0	0
0.363	1	5	37	4	1	28	2196	0	0
0.364	1	3	37	5	2	28	2196	0	0
0.365	1	1	37	6	3	28	2196	0	0
0.366	1	4	37	7	4	28	2196	0	0
0.367	1	2	37	8	7	28	2196	0	0
0.368	1	6	37	9	8	28	2196	0	0
0.369	1	5	37	10	1	28	2196	0	0
0.37	1	3	38	1	2	28	2196	0	0
0.371	1	1	38	2	3	28	2196	0	0
0.372	1	4	38	3	4	28	2196	0	0
0.373	1	2	38	4	7	28	2196	0	0
0.374	1	6	38	5	8	28	2196	0	0
0.375	1	5	38	6	1	28	2196	0	0
0.376	1	3	38	7	2	28	2196	0	0
0.377	1	1	38	8	3	28	2196	0	0
0.378	1	4	38	9	4	28	2196	0	0
0.379	1	2	38	10	7	28	2196	0	0
0.38	1	6	39	1	8	28	2196	0	0
0.381	1	5	39	2	1	28	2196	0	0
0.382	1	3	39	3	2	28	2196	0	0
0.383	1	1	39	4	3	28	2196	0	0
0.384	1	4	39	5	4	28	2196	0	0
0.385	1	2	39	6	7	28	2196	0	0
0.386	1	6	39	7	8	28	2196	0	0
0.387	1	5	39	8	1	28	2196	0	0
0.388	1	3	39	9	2	28	2196	0	0
0.389	1	1	39	10	3	28	2196	0	0
0.39	1	4	40	1	4	28	2196	0	0
0.391	1	2	40	2	7	28	2196	0	0
0.392	1	6	40	3	8	28	2196	0	0
0.393	1	5	40	4	1	28	2196	0	0
0.394	1	3	40	5	2	28	2196	0	0
0.395	1	1	40	6	3	28	2196	0	0
0.396	1	4	40	7	4	28	2196	0	0
0.397	1	2	40	8	7	28	2196	0	0
0.398	1	6	40	9	8	28	2196	0	0
0.399	1	5	40	10	1	28	2196	0	0
0.4	1	3	41	1	2	28	2196	0	0
0.401	1	1	41	2	3	28	2196	0	0
0.402	1	4	41	3	4	28	2196	0	0
0.403	1	2	41	4	7	28	2196	0	0
0.404	1	6	41	5	8	28	2196	0	0
0.405	1	5	41	6	1	28	2196	0	0
0.406	1	3	41	7	2	28	2196	0	0
0.407	1	1	41	8	3	28	2196	0	0
0.408	1	4	41	9	4	28	2196	0	0
0.409	1	2	41	10	7	28	2196	0	0
0.41	1	6	42	1	8	28	2196	0	0
0.411	1	5	42	2	1	28	2196	0	0
0.412	1	3	42	3	2	28	2196	0	0
0.413	1	1	42	4	3	28	2196	0	0
0.414	1	4	42	5	4	28	2196	0	0
0.415	1	2	42	6	7	28	2196	0	0
0.416	1	6	42	7	8	28	2196	0	0
0.417	1	5	42	8	1	28	2196	0	0
0.418	1	3	42	9	2	28	2196	0	0
0.419	1	1	42	10	3	28	2196	0	0
0.42	1	4	43	1	4	28	2196	0	0
0.421	1	2	43	2	7	28	2196	0	0
0.422	1	6	43	3	8	28	2196	0	0
0.423	1	5	43	4	1	28	2196	0	0
0.424	1	3	43	5	2	28	2196	0	0
0.425	1	1	43	6	3	28	2196	0	0
0.426	1	4	43	7	4	28	2196	0	0
0.427	1	2	43	8	7	28	2196	0	0
0.428	1	6	43	9	8	28	2196	0	0
0.429	1	5	43	10	1	28	2196	0	0
0.43	1	3	44	1	2	28	2196	0	0
0.431	1	1	44	2	3	28	2196	0	0
0.432	1	4	44	3	4	28	2196	0	0
0.433	1	2	44	4	7	28	2196	0	0
0.434	1	6	44	5	8	28	2196	0	0
0.435	1	5	44	6	1	28	2196	0	0
0.436	1	3	44	7	2	28	2196	0	0
0.437	1	1	44	8	3	28	2196	0	0
0.438	1	4	44	9	4	28	2196	0	0
0.439	1	2	44	10	7	28	2196	0	0
0.44	1	6	45	1	8	28	2196	0	0
0.441	1	5	45	2	1	28	2196	0	0
0.442	1	3	45	3	2	28	2196	0	0
0.443	1	1	45	4	3	28	2196	0	0
0.444	1	4	45	5	4	28	2196	0	0
0.445	1	2	45	6	7	28	2196	0	0
0.446	1	6	45	7	8	28	2196	0	0
0.447	1	5	45	8	1	28	2196	0	0
0.448	1	3	45	9	2	28	2196	0	0
0.449	1	1	45	10	3	28	2196	0	0
0.45	1	4	46	1	4	28	2196	0	0
0.451	1	2	46	2	7	28	2196	0	0
0.452	1	6	46	3	8	28	2196	0	0
0.453	1	5	46	4	1	28	2196	0	0
0.454	1	3	46	5	2	28	2196	0	0
0.455	1	1	46	6	3	28	2196	0	0
0.456	1	4	46	7	4	28	2196	0	0
0.457	1	2	46	8	7	28	2196	0	0
0.458	1	6	46	9	8	28	2196	0	0
0.459	1	5	46	10	1	28	2196	0	0
0.46	1	3	47	1	2	28	2196	0	0
0.461	1	1	47	2	3	28	2196	0	0
0.462	1	4	47	3	4	28	2196	0	0
0.463	1	2	47	4	7	28	2196	0	0
0.464	1	6	47	5	8	28	2196	0	0
0.465	1	5	47	6	1	28	2196	0	0
0.466	1	3	47	7	2	28	2196	0	0
0.467	1	1	47	8	3	28	2196	0	0
0.468	1	4	47	9	4	28	2196	0	0
0.469	1	2	47	10	7	28	2196	0	0
0.47	1	6	48	1	8	28	2196	0	0
0.471	1	5	48	2	1	28	2196	0	0
0.472	1	3	48	3	2	28	2196	0	0
0.473	1	1	48	4	3	28	2196	0	0
0.474	1	4	48	5	4	28	2196	0	0
0.475	1	2	48	6	7	28	2196	0	0
0.476	1	6	48	7	8	28	2196	0	0
0.477	1	5	48	8	1	28	2196	0	0
0.478	1	3	48	9	2	28	2196	0	0
0.479	1	1	48	10	3	28	2196	0	0
0.48	1	4	49	1	4	28	2196	0	0
0.481	1	2	49	2	7	28	2196	0	0
0.482	1	6	49	3	8	28	2196	0	0
0.483	1	5	49	4	1	28	2196	0	0
0.484	1	3	49	5	2	28	2196	0	0
0.485	1	1	49	6	3	28	2196	0	0
0.486	1	4	49	7	4	28	2196	0	0
0.487	1	2	49	8	7	28	2196	0	0
0.488	1	6	49	9	8	28	2196	0	0
0.489	1	5	49	10	1	28	2196	0	0
0.49	1	3	50	1	2	28	2196	0	0
0.491	1	1	50	2	3	28	2196	0	0
0.492	1	4	50	3	4	28	2196	0	0
0.493	1	2	50	4	7	28	2196	0	0
0.494	1	6	50	5	8	28	2196	0	0
0.495	1	5	50	6	1	28	2196	0	0
0.496	1	3	50	7	2	28	2196	0	0
0.497	1	1	50	8	3	28	2196	0	0
0.498	1	4	50	9	4	28	2196	0	0
0.499	1	2	50	10	7	28	2196	0	0
0.5	1	6	51	1	8	28	2196	0	0
0.501	1	5	51	2	1	28	2196	0	0
0.502	1	3	51	3	2	28	2196	0	0
0.503	1	1	51	4	3	28	2196	0	0
0.504	1	4	51	5	4	28	2196	0	0
0.505	1	2	51	6	7	28	2196	0	0
0.506	1	6	51	7	8	28	2196	0	0
0.507	1	5	51	8	1	28	2196	0	0
0.508	1	3	51	9	2	28	2196	0	0
0.509	1	1	51	10	3	28	2196	0	0
0.51	1	4	52	1	4	28	2196	0	0
0.511	1	2	52	2	7	28	2196	0	0
0.512	1	6	52	3	8	28	2196	0	0
0.513	1	5	52	4	1	28	2196	0	0
0.514	1	3	52	5	2	28	2196	0	0
0.515	1	1	52	6	3	28	2196	0	0
0.516	1	4	52	7	4	28	2196	0	0
0.517	1	2	52	8	7	28	2196	0	0
0.518	1	6	52	9	8	28	2196	0	0
0.519	1	5	52	10	1	28	2196	0	0
0.52	1	3	53	1	2	28	2196	0	0
0.521	1	1	53	2	3	28	2196	0	0
0.522	1	4	53	3	4	28	2196	0	0
0.523	1	2	53	4	7	28	2196	0	0
0.524	1	6	53	5	8	28	2196	0	0
0.525	1	5	53	6	1	28	2196	0	0
0.526	1	3	53	7	2	28	2196	0	0
0.527	1	1	53	8	3	28	2196	0	0
0.528	1	4	53	9	4	28	2196	0	0
0.529	1	2	53	10	7	28	2196	0	0
0.53	1	6	54	1	8	28	2196	0	0
0.531	1	5	54	2	1	28	2196	0	0
0.532	1	3	54	3	2	28	2196	0	0
0.533	1	1	54	4	3	28	2196	0	0
0.534	1	4	54	5	4	28	2196	0	0
0.535	1	2	54	6	7	28	2196	0	0
0.536	1	6	54	7	8	28	2196	0	0
0.537	1	5	54	8	1	28	2196	0	0
0.538	1	3	54	9	2	28	2196	0	0
0.539	1	1	54	10	3	28	2196	0	0
0.54	1	4	55	1	4	28	2196	0	0
0.541	1	2	55	2	7	28	2196	0	0
0.542	1	6	55	3	8	28	2196	0	0
0.543	1	5	55	4	1	28	2196	0	0
0.544	1	3	55	5	2	28	2196	0	0
0.545	1	1	55	6	3	28	2196	0	0
0.546	1	4	55	7	4	28	2196	0	0
0.547	1	2	55	8	7	28	2196	0	0
0.548	1	6	55	9	8	28	2196	0	0
0.549	1	5	55	10	1	28	2196	0	0
0.55	1	3	56	1	2	28	2196	0	0
0.551	1	1	56	2	3	28	2196	0	0
0.552	1	4	56	3	4	28	2196	0	0
0.553	1	2	56	4	7	28	2196	0	0
0.554	1	6	56	5	8	28	2196	0	0
0.555	1	5	56	6	1	28	2196	0	0
0.556	1	3	56	7	2	28	2196	0	0
0.557	1	1	56	8	3	28	2196	0	0
0.558	1	4	56	9	4	28	2196	0	0
0.559	1	2	56	10	7	28	2196	0	0
0.56	1	6	57	1	8	28	2196	0	0
0.561	1	5	57	2	1	28	2196	0	0
0.562	1	3	57	3	2	28	2196	0	0
0.563	1	1	57	4	3	28	2196	0	0
0.564	1	4	57	5	4	28	2196	0	0
0.565	1	2	57	6	7	28	2196	0	0
0.566	1	6	57	7	8	28	2196	0	0
0.567	1	5	57	8	1	28	2196	0	0
0.568	1	3	57	9	2	28	2196	0	0
0.569	1	1	57	10	3	28	2196	0	0
0.57	1	4	58	1	4	28	2196	0	0
0.571	1	2	58	2	7	28	2196	0	0
0.572	1	6	58	3	8	28	2196	0	0
0.573	1	5	58	4	1	28	2196	0	0
0.574	1	3	58	5	2	28	2196	0	0
0.575	1	1	58	6	3	28	2196	0	0
0.576	1	4	58	7	4	28	2196	0	0
0.577	1	2	58	8	7	28	2196	0	0
0.578	1	6	58	9	8	28	2196	0	0
0.579	1	5	58	10	1	28	2196	0	0
0.58	1	3	59	1	2	28	2196	0	0
0.581	1	1	59	2	3	28	2196	0	0
0.582	1	4	59	3	4	28	2196	0	0
0.583	1	2	59	4	7	28	2196	0	0
0.584	1	6	59	5	8	28	2196	0	0
0.585	1	5	59	6	1	28	2196	0	0
0.586	1	3	59	7	2	28	2196	0	0
0.587	1	1	59	8	3	28	2196	0	0
0.588	1	4	59	9	4	28	2196	0	0
0.589	1	2	59	10	7	28	2196	0	0
0.59	1	6	60	1	8	28	2196	0	0
0.591	1	5	60	2	1	28	2196	0	0
0.592	1	3	60	3	2	28	2196	0	0
0.593	1	1	60	4	3	28	2196	0	0
0.594	1	4	60	5	4	28	2196	0	0
0.595	1	2	60	6	7	28	2196	0	0
0.596	1	6	60	7	8	28	2196	0	0
0.597	1	5	60	8	1	28	2196	0	0
0.598	1	3	60	9	2	28	2196	0	0
0.599	1	1	60	10	3	28	2196	0	0
0.6	1	4	61	1	4	28	2196	0	0
0.601	1	2	61	2	7	28	2196	0	0
0.602	1	6	61	3	8	28	2196	0	0
0.603	1	5	61	4	1	28	2196	0	0
0.604	1	3	61	5	2	28	2196	0	0
0.605	1	1	61	6	3	28	2196	0	0
0.606	1	4	61	7	4	28	2196	0	0
0.607	1	2	61	8	7	28	2196	0	0
0.608	1	6	61	9	8	28	2196	0	0
0.609	1	5	61	10	1	28	2196	0	0
0.61	1	3	62	1	2	28	2196	0	0
0.611	1	1	62	2	3	28	2196	0	0
0.612	1	4	62	3	4	28	2196	0	0
0.613	1	2	62	4	7	28	2196	0	0
0.614	1	6	62	5	8	28	2196	0	0
0.615	1	5	62	6	1	28	2196	0	0
0.616	1	3	62	7	2	28	2196	0	0
0.617	1	1	62	8	3	28	2196	0	0
0.618	1	4	62	9	4	28	2196	0	0
0.619	1	2	62	10	7	28	2196	0	0
0.62	1	6	63	1	8	28	2196	0	0
0.621	1	5	63	2	1	28	2196	0	0
0.622	1	3	63	3	2	28	2196	0	0
0.623	1	1	63	4	3	28	2196	0	0
0.624	1	4	63	5	4	28	2196	0	0
