% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
0.052	1	4	6	3	4	28	373
0.052	1	2	6	3	7	28	373
0.052	1	6	6	3	8	28	373
0.053	1	5	6	4	1	28	373
0.053	1	3	6	4	2	28	373
0.053	1	1	6	4	3	28	373
0.053	1	4	6	4	4	28	373
0.053	1	2	6	4	7	28	373
0.053	1	6	6	4	8	28	373
0.054	1	5	6	5	1	28	373
0.054	1	3	6	5	2	28	373
0.054	1	1	6	5	3	28	373
0.054	1	4	6	5	4	28	373
0.054	1	2	6	5	7	28	373
0.054	1	6	6	5	8	28	373
0.055	1	5	6	6	1	28	373
0.055	1	3	6	6	2	28	373
0.055	1	1	6	6	3	28	373
0.055	1	4	6	6	4	28	373
0.055	1	2	6	6	7	28	373
0.055	1	6	6	6	8	28	373
0.056	1	5	6	7	1	28	373
0.056	1	3	6	7	2	28	373
0.056	1	1	6	7	3	28	373
0.056	1	4	6	7	4	28	373
0.056	1	2	6	7	7	28	373
0.056	1	6	6	7	8	28	373
0.057	1	5	6	8	1	28	373
0.057	1	3	6	8	2	28	373
0.057	1	1	6	8	3	28	373
0.057	1	4	6	8	4	28	373
0.057	1	2	6	8	7	28	373
0.057	1	6	6	8	8	28	373
0.058	1	5	6	9	1	28	373
0.058	1	3	6	9	2	28	373
0.058	1	1	6	9	3	28	373
0.058	1	4	6	9	4	28	373
0.058	1	2	6	9	7	28	373
0.058	1	6	6	9	8	28	373
0.059	1	5	6	10	1	28	373
0.059	1	3	6	10	2	28	373
0.059	1	1	6	10	3	28	373
0.059	1	4	6	10	4	28	373
0.059	1	2	6	10	7	28	373
0.059	1	6	6	10	8	28	373
0.06	1	5	7	1	1	28	373
0.06	1	3	7	1	2	28	373
0.06	1	1	7	1	3	28	373
0.06	1	4	7	1	4	28	373
0.06	1	2	7	1	7	28	373
0.06	1	6	7	1	8	28	373
0.061	1	5	7	2	1	28	373
0.061	1	3	7	2	2	28	373
0.061	1	1	7	2	3	28	373
0.061	1	4	7	2	4	28	373
0.061	1	2	7	2	7	28	373
0.061	1	6	7	2	8	28	373
0.062	1	5	7	3	1	28	373
0.062	1	3	7	3	2	28	373
0.062	1	1	7	3	3	28	373
0.062	1	4	7	3	4	28	373
0.062	1	2	7	3	7	28	373
0.062	1	6	7	3	8	28	373
0.063	1	5	7	4	1	28	373
0.063	1	3	7	4	2	28	373
0.063	1	1	7	4	3	28	373
0.063	1	4	7	4	4	28	373
0.063	1	2	7	4	7	28	373
0.063	1	6	7	4	8	28	373
0.064	1	5	7	5	1	28	373
0.064	1	3	7	5	2	28	373
0.064	1	1	7	5	3	28	373
0.064	1	4	7	5	4	28	373
0.064	1	2	7	5	7	28	373
0.064	1	6	7	5	8	28	373
0.065	1	5	7	6	1	28	373
0.065	1	3	7	6	2	28	373
0.065	1	1	7	6	3	28	373
0.065	1	4	7	6	4	28	373
0.065	1	2	7	6	7	28	373
0.065	1	6	7	6	8	28	373
0.066	1	5	7	7	1	28	373
0.066	1	3	7	7	2	28	373
0.066	1	1	7	7	3	28	373
0.066	1	4	7	7	4	28	373
0.066	1	2	7	7	7	28	373
0.066	1	6	7	7	8	28	373
0.067	1	5	7	8	1	28	373
0.067	1	3	7	8	2	28	373
0.067	1	1	7	8	3	28	373
0.067	1	4	7	8	4	28	373
0.067	1	2	7	8	7	28	373
0.067	1	6	7	8	8	28	373
0.068	1	5	7	9	1	28	373
0.068	1	3	7	9	2	28	373
0.068	1	1	7	9	3	28	373
0.068	1	4	7	9	4	28	373
0.068	1	2	7	9	7	28	373
0.068	1	6	7	9	8	28	373
0.069	1	5	7	10	1	28	373
0.069	1	3	7	10	2	28	373
0.069	1	1	7	10	3	28	373
0.069	1	4	7	10	4	28	373
0.069	1	2	7	10	7	28	373
0.069	1	6	7	10	8	28	373
0.07	1	5	8	1	1	28	373
0.07	1	3	8	1	2	28	373
0.07	1	1	8	1	3	28	373
0.07	1	4	8	1	4	28	373
0.07	1	2	8	1	7	28	373
0.07	1	6	8	1	8	28	373
0.071	1	5	8	2	1	28	373
0.071	1	3	8	2	2	28	373
0.071	1	1	8	2	3	28	373
0.071	1	4	8	2	4	28	373
0.071	1	2	8	2	7	28	373
0.071	1	6	8	2	8	28	373
0.072	1	5	8	3	1	28	373
0.072	1	3	8	3	2	28	373
0.072	1	1	8	3	3	28	373
0.072	1	4	8	3	4	28	373
0.072	1	2	8	3	7	28	373
0.072	1	6	8	3	8	28	373
0.073	1	5	8	4	1	28	373
0.073	1	3	8	4	2	28	373
0.073	1	1	8	4	3	28	373
0.073	1	4	8	4	4	28	373
0.073	1	2	8	4	7	28	373
0.073	1	6	8	4	8	28	373
0.074	1	5	8	5	1	28	373
0.074	1	3	8	5	2	28	373
0.074	1	1	8	5	3	28	373
0.074	1	4	8	5	4	28	373
0.074	1	2	8	5	7	28	373
0.074	1	6	8	5	8	28	373
0.075	1	5	8	6	1	28	373
0.075	1	3	8	6	2	28	373
0.075	1	1	8	6	3	28	373
0.075	1	4	8	6	4	28	373
0.075	1	2	8	6	7	28	373
0.075	1	6	8	6	8	28	373
0.076	1	5	8	7	1	28	373
0.076	1	3	8	7	2	28	373
0.076	1	1	8	7	3	28	373
0.076	1	4	8	7	4	28	373
0.076	1	2	8	7	7	28	373
0.076	1	6	8	7	8	28	373
0.077	1	5	8	8	1	28	373
0.077	1	3	8	8	2	28	373
0.077	1	1	8	8	3	28	373
0.077	1	4	8	8	4	28	373
0.077	1	2	8	8	7	28	373
0.077	1	6	8	8	8	28	373
0.078	1	5	8	9	1	28	373
0.078	1	3	8	9	2	28	373
0.078	1	1	8	9	3	28	373
0.078	1	4	8	9	4	28	373
0.078	1	2	8	9	7	28	373
0.078	1	6	8	9	8	28	373
0.079	1	5	8	10	1	28	373
0.079	1	3	8	10	2	28	373
0.079	1	1	8	10	3	28	373
0.079	1	4	8	10	4	28	373
0.079	1	2	8	10	7	28	373
0.079	1	6	8	10	8	28	373
0.08	1	5	9	1	1	28	373
0.08	1	3	9	1	2	28	373
0.08	1	1	9	1	3	28	373
0.08	1	4	9	1	4	28	373
0.08	1	2	9	1	7	28	373
0.08	1	6	9	1	8	28	373
0.081	1	5	9	2	1	28	373
0.081	1	3	9	2	2	28	373
0.081	1	1	9	2	3	28	373
0.081	1	4	9	2	4	28	373
0.081	1	2	9	2	7	28	373
0.081	1	6	9	2	8	28	373
0.082	1	5	9	3	1	28	373
0.082	1	3	9	3	2	28	373
0.082	1	1	9	3	3	28	373
0.082	1	4	9	3	4	28	373
0.082	1	2	9	3	7	28	373
0.082	1	6	9	3	8	28	373
0.083	1	5	9	4	1	28	373
0.083	1	3	9	4	2	28	373
0.083	1	1	9	4	3	28	373
0.083	1	4	9	4	4	28	373
0.083	1	2	9	4	7	28	373
0.083	1	6	9	4	8	28	373
0.084	1	5	9	5	1	28	373
0.084	1	3	9	5	2	28	373
0.084	1	1	9	5	3	28	373
0.084	1	4	9	5	4	28	373
0.084	1	2	9	5	7	28	373
0.084	1	6	9	5	8	28	373
0.085	1	5	9	6	1	28	373
0.085	1	3	9	6	2	28	373
0.085	1	1	9	6	3	28	373
0.085	1	4	9	6	4	28	373
0.085	1	2	9	6	7	28	373
0.085	1	6	9	6	8	28	373
0.086	1	5	9	7	1	28	373
0.086	1	3	9	7	2	28	373
0.086	1	1	9	7	3	28	373
0.086	1	4	9	7	4	28	373
0.086	1	2	9	7	7	28	373
0.086	1	6	9	7	8	28	373
0.087	1	5	9	8	1	28	373
0.087	1	3	9	8	2	28	373
0.087	1	1	9	8	3	28	373
0.087	1	4	9	8	4	28	373
0.087	1	2	9	8	7	28	373
0.087	1	6	9	8	8	28	373
0.088	1	5	9	9	1	28	373
0.088	1	3	9	9	2	28	373
0.088	1	1	9	9	3	28	373
0.088	1	4	9	9	4	28	373
0.088	1	2	9	9	7	28	373
0.088	1	6	9	9	8	28	373
0.089	1	5	9	10	1	28	373
0.089	1	3	9	10	2	28	373
0.089	1	1	9	10	3	28	373
0.089	1	4	9	10	4	28	373
0.089	1	2	9	10	7	28	373
0.089	1	6	9	10	8	28	373
0.09	1	5	10	1	1	28	373
0.09	1	3	10	1	2	28	373
0.09	1	1	10	1	3	28	373
0.09	1	4	10	1	4	28	373
0.09	1	2	10	1	7	28	373
0.09	1	6	10	1	8	28	373
0.091	1	5	10	2	1	28	373
0.091	1	3	10	2	2	28	373
0.091	1	1	10	2	3	28	373
0.091	1	4	10	2	4	28	373
0.091	1	2	10	2	7	28	373
0.091	1	6	10	2	8	28	373
0.092	1	5	10	3	1	28	373
0.092	1	3	10	3	2	28	373
0.092	1	1	10	3	3	28	373
0.092	1	4	10	3	4	28	373
0.092	1	2	10	3	7	28	373
0.092	1	6	10	3	8	28	373
0.093	1	5	10	4	1	28	373
0.093	1	3	10	4	2	28	373
0.093	1	1	10	4	3	28	373
0.093	1	4	10	4	4	28	373
0.093	1	2	10	4	7	28	373
0.093	1	6	10	4	8	28	373
0.094	1	5	10	5	1	28	373
0.094	1	3	10	5	2	28	373
0.094	1	1	10	5	3	28	373
0.094	1	4	10	5	4	28	373
0.094	1	2	10	5	7	28	373
0.094	1	6	10	5	8	28	373
0.095	1	5	10	6	1	28	373
0.095	1	3	10	6	2	28	373
0.095	1	1	10	6	3	28	373
0.095	1	4	10	6	4	28	373
0.095	1	2	10	6	7	28	373
0.095	1	6	10	6	8	28	373
0.096	1	5	10	7	1	28	373
0.096	1	3	10	7	2	28	373
0.096	1	1	10	7	3	28	373
0.096	1	4	10	7	4	28	373
0.096	1	2	10	7	7	28	373
0.096	1	6	10	7	8	28	373
0.097	1	5	10	8	1	28	373
0.097	1	3	10	8	2	28	373
0.097	1	1	10	8	3	28	373
0.097	1	4	10	8	4	28	373
0.097	1	2	10	8	7	28	373
0.097	1	6	10	8	8	28	373
0.098	1	5	10	9	1	28	373
0.098	1	3	10	9	2	28	373
0.098	1	1	10	9	3	28	373
0.098	1	4	10	9	4	28	373
0.098	1	2	10	9	7	28	373
0.098	1	6	10	9	8	28	373
0.099	1	5	10	10	1	28	373
0.099	1	3	10	10	2	28	373
0.099	1	1	10	10	3	28	373
0.099	1	4	10	10	4	28	373
0.099	1	2	10	10	7	28	373
0.099	1	6	10	10	8	28	373
0.1	1	5	11	1	1	28	373
0.1	1	3	11	1	2	28	373
0.1	1	1	11	1	3	28	373
0.1	1	4	11	1	4	28	373
0.1	1	2	11	1	7	28	373
0.1	1	6	11	1	8	28	373
0.101	1	5	11	2	1	28	373
0.101	1	3	11	2	2	28	373
0.101	1	1	11	2	3	28	373
0.101	1	4	11	2	4	28	373
0.101	1	2	11	2	7	28	373
0.101	1	6	11	2	8	28	373
0.102	1	5	11	3	1	28	373
0.102	1	3	11	3	2	28	373
0.102	1	1	11	3	3	28	373
0.102	1	4	11	3	4	28	373
0.102	1	2	11	3	7	28	373
0.102	1	6	11	3	8	28	373
0.103	1	5	11	4	1	28	373
0.103	1	3	11	4	2	28	373
0.103	1	1	11	4	3	28	373
0.103	1	4	11	4	4	28	373
0.103	1	2	11	4	7	28	373
0.103	1	6	11	4	8	28	373
0.104	1	5	11	5	1	28	373
0.104	1	3	11	5	2	28	373
0.104	1	1	11	5	3	28	373
0.104	1	4	11	5	4	28	373
0.104	1	2	11	5	7	28	373
0.104	1	6	11	5	8	28	373
0.105	1	5	11	6	1	28	373
0.105	1	3	11	6	2	28	373
0.105	1	1	11	6	3	28	373
0.105	1	4	11	6	4	28	373
0.105	1	2	11	6	7	28	373
0.105	1	6	11	6	8	28	373
0.106	1	5	11	7	1	28	373
0.106	1	3	11	7	2	28	373
0.106	1	1	11	7	3	28	373
0.106	1	4	11	7	4	28	373
0.106	1	2	11	7	7	28	373
0.106	1	6	11	7	8	28	373
0.107	1	5	11	8	1	28	373
0.107	1	3	11	8	2	28	373
0.107	1	1	11	8	3	28	373
0.107	1	4	11	8	4	28	373
0.107	1	2	11	8	7	28	373
0.107	1	6	11	8	8	28	373
0.108	1	5	11	9	1	28	373
0.108	1	3	11	9	2	28	373
0.108	1	1	11	9	3	28	373
0.108	1	4	11	9	4	28	373
0.108	1	2	11	9	7	28	373
0.108	1	6	11	9	8	28	373
0.109	1	5	11	10	1	28	373
0.109	1	3	11	10	2	28	373
0.109	1	1	11	10	3	28	373
0.109	1	4	11	10	4	28	373
0.109	1	2	11	10	7	28	373
0.109	1	6	11	10	8	28	373
0.11	1	5	12	1	1	28	373
0.11	1	3	12	1	2	28	373
0.11	1	1	12	1	3	28	373
0.11	1	4	12	1	4	28	373
0.11	1	2	12	1	7	28	373
0.11	1	6	12	1	8	28	373
0.111	1	5	12	2	1	28	373
0.111	1	3	12	2	2	28	373
0.111	1	1	12	2	3	28	373
0.111	1	4	12	2	4	28	373
0.111	1	2	12	2	7	28	373
0.111	1	6	12	2	8	28	373
0.112	1	5	12	3	1	28	373
0.112	1	3	12	3	2	28	373
0.112	1	1	12	3	3	28	373
0.112	1	4	12	3	4	28	373
0.112	1	2	12	3	7	28	373
0.112	1	6	12	3	8	28	373
0.113	1	5	12	4	1	28	373
0.113	1	3	12	4	2	28	373
0.113	1	1	12	4	3	28	373
0.113	1	4	12	4	4	28	373
0.113	1	2	12	4	7	28	373
0.113	1	6	12	4	8	28	373
0.114	1	5	12	5	1	28	373
0.114	1	3	12	5	2	28	373
0.114	1	1	12	5	3	28	373
0.114	1	4	12	5	4	28	373
0.114	1	2	12	5	7	28	373
0.114	1	6	12	5	8	28	373
0.115	1	5	12	6	1	28	373
0.115	1	3	12	6	2	28	373
0.115	1	1	12	6	3	28	373
0.115	1	4	12	6	4	28	373
0.115	1	2	12	6	7	28	373
0.115	1	6	12	6	8	28	373
0.116	1	5	12	7	1	28	373
0.116	1	3	12	7	2	28	373
0.116	1	1	12	7	3	28	373
0.116	1	4	12	7	4	28	373
0.116	1	2	12	7	7	28	373
0.116	1	6	12	7	8	28	373
0.117	1	5	12	8	1	28	373
0.117	1	3	12	8	2	28	373
0.117	1	1	12	8	3	28	373
0.117	1	4	12	8	4	28	373
0.117	1	2	12	8	7	28	373
0.117	1	6	12	8	8	28	373
0.118	1	5	12	9	1	28	373
0.118	1	3	12	9	2	28	373
0.118	1	1	12	9	3	28	373
0.118	1	4	12	9	4	28	373
0.118	1	2	12	9	7	28	373
0.118	1	6	12	9	8	28	373
0.119	1	5	12	10	1	28	373
0.119	1	3	12	10	2	28	373
0.119	1	1	12	10	3	28	373
0.119	1	4	12	10	4	28	373
0.119	1	2	12	10	7	28	373
0.119	1	6	12	10	8	28	373
0.12	1	5	13	1	1	28	373
0.12	1	3	13	1	2	28	373
0.12	1	1	13	1	3	28	373
0.12	1	4	13	1	4	28	373
0.12	1	2	13	1	7	28	373
0.12	1	6	13	1	8	28	373
0.121	1	5	13	2	1	28	373
0.121	1	3	13	2	2	28	373
0.121	1	1	13	2	3	28	373
0.121	1	4	13	2	4	28	373
0.121	1	2	13	2	7	28	373
0.121	1	6	13	2	8	28	373
0.122	1	5	13	3	1	28	373
0.122	1	3	13	3	2	28	373
0.122	1	1	13	3	3	28	373
0.122	1	4	13	3	4	28	373
0.122	1	2	13	3	7	28	373
0.122	1	6	13	3	8	28	373
0.123	1	5	13	4	1	28	373
0.123	1	3	13	4	2	28	373
0.123	1	1	13	4	3	28	373
0.123	1	4	13	4	4	28	373
0.123	1	2	13	4	7	28	373
0.123	1	6	13	4	8	28	373
0.124	1	5	13	5	1	28	373
0.124	1	3	13	5	2	28	373
0.124	1	1	13	5	3	28	373
0.124	1	4	13	5	4	28	373
0.124	1	2	13	5	7	28	373
0.124	1	6	13	5	8	28	373
0.125	1	5	13	6	1	28	373
0.125	1	3	13	6	2	28	373
0.125	1	1	13	6	3	28	373
0.125	1	4	13	6	4	28	373
0.125	1	2	13	6	7	28	373
0.125	1	6	13	6	8	28	373
0.126	1	5	13	7	1	28	373
0.126	1	3	13	7	2	28	373
0.126	1	1	13	7	3	28	373
0.126	1	4	13	7	4	28	373
0.126	1	2	13	7	7	28	373
0.126	1	6	13	7	8	28	373
0.127	1	5	13	8	1	28	373
0.127	1	3	13	8	2	28	373
0.127	1	1	13	8	3	28	373
0.127	1	4	13	8	4	28	373
0.127	1	2	13	8	7	28	373
0.127	1	6	13	8	8	28	373
0.128	1	5	13	9	1	28	373
0.128	1	3	13	9	2	28	373
0.128	1	1	13	9	3	28	373
0.128	1	4	13	9	4	28	373
0.128	1	2	13	9	7	28	373
0.128	1	6	13	9	8	28	373
0.129	1	5	13	10	1	28	373
0.129	1	3	13	10	2	28	373
0.129	1	1	13	10	3	28	373
0.129	1	4	13	10	4	28	373
0.129	1	2	13	10	7	28	373
0.129	1	6	13	10	8	28	373
0.13	1	5	14	1	1	28	373
0.13	1	3	14	1	2	28	373
0.13	1	1	14	1	3	28	373
0.13	1	4	14	1	4	28	373
0.13	1	2	14	1	7	28	373
0.13	1	6	14	1	8	28	373
0.131	1	5	14	2	1	28	373
0.131	1	3	14	2	2	28	373
0.131	1	1	14	2	3	28	373
0.131	1	4	14	2	4	28	373
0.131	1	2	14	2	7	28	373
0.131	1	6	14	2	8	28	373
0.132	1	5	14	3	1	28	373
0.132	1	3	14	3	2	28	373
0.132	1	1	14	3	3	28	373
0.132	1	4	14	3	4	28	373
0.132	1	2	14	3	7	28	373
0.132	1	6	14	3	8	28	373
0.133	1	5	14	4	1	28	373
0.133	1	3	14	4	2	28	373
0.133	1	1	14	4	3	28	373
0.133	1	4	14	4	4	28	373
0.133	1	2	14	4	7	28	373
0.133	1	6	14	4	8	28	373
0.134	1	5	14	5	1	28	373
0.134	1	3	14	5	2	28	373
0.134	1	1	14	5	3	28	373
0.134	1	4	14	5	4	28	373
0.134	1	2	14	5	7	28	373
0.134	1	6	14	5	8	28	373
0.135	1	5	14	6	1	28	373
0.135	1	3	14	6	2	28	373
0.135	1	1	14	6	3	28	373
0.135	1	4	14	6	4	28	373
0.135	1	2	14	6	7	28	373
0.135	1	6	14	6	8	28	373
0.136	1	5	14	7	1	28	373
0.136	1	3	14	7	2	28	373
0.136	1	1	14	7	3	28	373
0.136	1	4	14	7	4	28	373
0.136	1	2	14	7	7	28	373
0.136	1	6	14	7	8	28	373
0.137	1	5	14	8	1	28	373
0.137	1	3	14	8	2	28	373
0.137	1	1	14	8	3	28	373
0.137	1	4	14	8	4	28	373
0.137	1	2	14	8	7	28	373
0.137	1	6	14	8	8	28	373
0.138	1	5	14	9	1	28	373
0.138	1	3	14	9	2	28	373
0.138	1	1	14	9	3	28	373
0.138	1	4	14	9	4	28	373
0.138	1	2	14	9	7	28	373
0.138	1	6	14	9	8	28	373
0.139	1	5	14	10	1	28	373
0.139	1	3	14	10	2	28	373
0.139	1	1	14	10	3	28	373
0.139	1	4	14	10	4	28	373
0.139	1	2	14	10	7	28	373
0.139	1	6	14	10	8	28	373
0.14	1	5	15	1	1	28	373
0.14	1	3	15	1	2	28	373
0.14	1	1	15	1	3	28	373
0.14	1	4	15	1	4	28	373
0.14	1	2	15	1	7	28	373
0.14	1	6	15	1	8	28	373
0.141	1	5	15	2	1	28	373
0.141	1	3	15	2	2	28	373
0.141	1	1	15	2	3	28	373
0.141	1	4	15	2	4	28	373
0.141	1	2	15	2	7	28	373
0.141	1	6	15	2	8	28	373
0.142	1	5	15	3	1	28	373
0.142	1	3	15	3	2	28	373
0.142	1	1	15	3	3	28	373
0.142	1	4	15	3	4	28	373
0.142	1	2	15	3	7	28	373
0.142	1	6	15	3	8	28	373
0.143	1	5	15	4	1	28	373
0.143	1	3	15	4	2	28	373
0.143	1	1	15	4	3	28	373
0.143	1	4	15	4	4	28	373
0.143	1	2	15	4	7	28	373
0.143	1	6	15	4	8	28	373
0.144	1	5	15	5	1	28	373
0.144	1	3	15	5	2	28	373
0.144	1	1	15	5	3	28	373
0.144	1	4	15	5	4	28	373
0.144	1	2	15	5	7	28	373
0.144	1	6	15	5	8	28	373
0.145	1	5	15	6	1	28	373
0.145	1	3	15	6	2	28	373
0.145	1	1	15	6	3	28	373
0.145	1	4	15	6	4	28	373
0.145	1	2	15	6	7	28	373
0.145	1	6	15	6	8	28	373
0.146	1	5	15	7	1	28	373
0.146	1	3	15	7	2	28	373
0.146	1	1	15	7	3	28	373
0.146	1	4	15	7	4	28	373
0.146	1	2	15	7	7	28	373
0.146	1	6	15	7	8	28	373
0.147	1	5	15	8	1	28	373
0.147	1	3	15	8	2	28	373
0.147	1	1	15	8	3	28	373
0.147	1	4	15	8	4	28	373
0.147	1	2	15	8	7	28	373
0.147	1	6	15	8	8	28	373
0.148	1	5	15	9	1	28	373
0.148	1	3	15	9	2	28	373
0.148	1	1	15	9	3	28	373
0.148	1	4	15	9	4	28	373
0.148	1	2	15	9	7	28	373
0.148	1	6	15	9	8	28	373
0.149	1	5	15	10	1	28	373
0.149	1	3	15	10	2	28	373
0.149	1	1	15	10	3	28	373
0.149	1	4	15	10	4	28	373
0.149	1	2	15	10	7	28	373
0.149	1	6	15	10	8	28	373
0.15	1	5	16	1	1	28	373
0.15	1	3	16	1	2	28	373
0.15	1	1	16	1	3	28	373
0.15	1	4	16	1	4	28	373
0.15	1	2	16	1	7	28	373
0.15	1	6	16	1	8	28	373
0.151	1	5	16	2	1	28	373
0.151	1	3	16	2	2	28	373
0.151	1	1	16	2	3	28	373
0.151	1	4	16	2	4	28	373
0.151	1	2	16	2	7	28	373
0.151	1	6	16	2	8	28	373
0.152	1	5	16	3	1	28	373
0.152	1	3	16	3	2	28	373
0.152	1	1	16	3	3	28	373
0.152	1	4	16	3	4	28	373
0.152	1	2	16	3	7	28	373
0.152	1	6	16	3	8	28	373
0.153	1	5	16	4	1	28	373
0.153	1	3	16	4	2	28	373
0.153	1	1	16	4	3	28	373
0.153	1	4	16	4	4	28	373
0.153	1	2	16	4	7	28	373
0.153	1	6	16	4	8	28	373
0.154	1	5	16	5	1	28	373
0.154	1	3	16	5	2	28	373
0.154	1	1	16	5	3	28	373
0.154	1	4	16	5	4	28	373
0.154	1	2	16	5	7	28	373
0.154	1	6	16	5	8	28	373
0.155	1	5	16	6	1	28	373
0.155	1	3	16	6	2	28	373
0.155	1	1	16	6	3	28	373
0.155	1	4	16	6	4	28	373
0.155	1	2	16	6	7	28	373
0.155	1	6	16	6	8	28	373
0.156	1	5	16	7	1	28	373
0.156	1	3	16	7	2	28	373
0.156	1	1	16	7	3	28	373
0.156	1	4	16	7	4	28	373
